10000451,10000451,Acloridria,Achlorhydria,10017947,,,,,,,
10000456,10000456,Equilibrio acido-base,Acid base balance,10022891,,,,,,,
10000457,10000457,Equilibrio acido-base anormale,Acid base balance abnormal,10022891,,,,,,,
10000458,10000458,Equilibrio acido-base normale,Acid base balance normal,10022891,,,,,,,
10000483,10000483,Disturbo misto dell'equilibrio acido-base,Acid-base balance disorder mixed,10027433,,,,,,,
10000486,10000486,Acidosi,Acidosis,10027433,,,,,,,
10000489,10000489,Acidosi ipercloremica,Acidosis hyperchloraemic,10027433,,,,,,,
10000496,10000496,Acne,Acne,10040785,,,,,,,
10000501,10000501,Acne conglobata,Acne conglobata,10040785,,,,,,,
10000502,10000502,Acne cosmetica,Acne cosmetica,10040785,,,,,,,
10000503,10000503,Acne cistica,Acne cystic,10040785,,,,,,,
10000507,10000507,Acne infantile,Acne infantile,10040785,,,,,,,
10000511,10000511,Acne occupazionale,Acne occupational,10040785,,,,,,,
10000513,10000513,Acne pustolosa,Acne pustular,10021881,,,,,,,
10000518,10000518,Acne varioliforme,Acne varioliformis,10040785,,,,,,,
10000523,10000523,Neuroma del nervo acustico,Acoustic neuroma,10029104,,,,,,,
10000524,10000524,Asportazione di neurinoma del nervo acustico,Acoustic neuroma removal,10042613,,,,,,,
10000525,10000525,Test di stimolazione acustica,Acoustic stimulation tests,10022891,,,,,,,
10000526,10000526,Prove di stimolazione acustica anormali,Acoustic stimulation tests abnormal,10022891,,,,,,,
10000527,10000527,Prove di stimolazione acustica normali,Acoustic stimulation tests normal,10022891,,,,,,,
10000531,10000531,Afibrinogenemia acquisita,Acquired afibrinogenaemia,10005329,,,,,,,
10000533,10000533,Difetto acquisito del setto cardiaco,Acquired cardiac septal defect,10007541,,,,,,,
10000555,10000555,Idrocele acquisito,Acquired hydrocele,10038604,,,,,,,
10000565,10000565,Sindrome da immunodeficienza acquisita,Acquired immunodeficiency syndrome,10021881,,,,,,,
10000582,10000582,Fistola tracheo-esofagea acquisita,Acquired tracheo-oesophageal fistula,10038738,,,,,,,
10000583,10000583,Melanoma acrale lentigginoso,Acral lentiginous melanoma,10029104,,,,,,,
10000585,10000585,Melanoma acrale lentigginoso stadio I,Acral lentiginous melanoma stage I,10029104,,,,,,,
10000586,10000586,Melanoma acrale lentigginoso stadio II,Acral lentiginous melanoma stage II,10029104,,,,,,,
10000587,10000587,Melanoma acrale lentigginoso stadio III,Acral lentiginous melanoma stage III,10029104,,,,,,,
10000588,10000588,Melanoma acrale lentigginoso stadio IV,Acral lentiginous melanoma stage IV,10029104,,,,,,,
10000591,10000591,Fibroma pendulo,Acrochordon,10029104,,,,,,,
10000594,10000594,Acrodermatite cronica atrofica,Acrodermatitis chronica atrophicans,10021881,,,,,,,
10000596,10000596,Acrodermatite enteropatica,Acrodermatitis enteropathica,10010331,,,,,,,
10000598,10000598,Acrodinia,Acrodynia,10029205,,,,,,,
10000599,10000599,Acromegalia,Acromegaly,10014698,,,,,,,
10000605,10000605,Acrofobia,Acrophobia,10037175,,,,,,,
10000613,10000613,Tumore ipofisario secernente ACTH,ACTH-producing pituitary tumour,10029104,,,,,,,
10000614,10000614,Cheratosi attinica,Actinic keratosis,10040785,,,,,,,
10000616,10000616,Prurigo attinica,Actinic prurigo,10040785,,,,,,,
10000620,10000620,Actinomicosi,Actinomycosis,10021881,,,,,,,
10000621,10000621,Infezione addominale da Actinomiceti,Actinomycotic abdominal infection,10021881,,,,,,,
10000628,10000628,Infezione polmonare da Actinomiceti,Actinomycotic pulmonary infection,10021881,,,,,,,
10000629,10000629,Infezione cutanea da Actinomiceti,Actinomycotic skin infection,10021881,,,,,,,
10000630,10000630,Tempo di tromboplastina parziale attivata,Activated partial thromboplastin time,10022891,,,,,,,
10000631,10000631,Tempo di tromboplastina parziale attivata anormale,Activated partial thromboplastin time abnormal,10022891,,,,,,,
10000635,10000635,Tempo di tromboplastina parziale attivata normale,Activated partial thromboplastin time normal,10022891,,,,,,,
10000636,10000636,Tempo di tromboplastina parziale attivata prolungato,Activated partial thromboplastin time prolonged,10022891,,,,,,,
10000637,10000637,Tempo di tromboplastina parziale attivata abbreviato,Activated partial thromboplastin time shortened,10022891,,,,,,,
10000646,10000646,Agopuntura,Acupuncture,10042613,,,,,,,
10000647,10000647,Addome acuto,Acute abdomen,10017947,,,,,,,
10000709,10000709,Encefalomielite disseminata acuta,Acute disseminated encephalomyelitis,10029205,,,,,,,
10000746,10000746,Steatosi epatica acuta in gravidanza,Acute fatty liver of pregnancy,10019805,,,,,,,
10000748,10000748,Dermatosi neutrofila febbrile acuta,Acute febrile neutrophilic dermatosis,10040785,,,,,,,
10000804,10000804,Insufficienza epatica acuta,Acute hepatic failure,10019805,,,,,,,
10000807,10000807,Infezione acuta da HIV,Acute HIV infection,10021881,,,,,,,
10000830,10000830,Leucemia acuta,Acute leukaemia,10029104,,,,,,,
10000846,10000846,Leucemia linfocitica acuta,Acute lymphocytic leukaemia,10029104,,,,,,,
10000847,10000847,Leucemia linfocitica acuta (in remissione),Acute lymphocytic leukaemia (in remission),10029104,,,,,,,
10000860,10000860,Leucemia megacariocitica acuta,Acute megakaryocytic leukaemia,10029104,,,,,,,
10000871,10000871,Leucemia monocitica acuta,Acute monocytic leukaemia,10029104,,,,,,,
10000872,10000872,Leucemia monocitica acuta (in remissione),Acute monocytic leukaemia (in remission),10029104,,,,,,,
10000880,10000880,Leucemia mieloide acuta,Acute myeloid leukaemia,10029104,,,,,,,
10000881,10000881,Leucemia mieloide acuta (in remissione),Acute myeloid leukaemia (in remission),10029104,,,,,,,
10000890,10000890,Leucemia mielomonocitica acuta,Acute myelomonocytic leukaemia,10029104,,,,,,,
10000891,10000891,Infarto miocardico acuto,Acute myocardial infarction,10007541,,,,,,,
10001019,10001019,Leucemia promielocitica acuta,Acute promyelocytic leukaemia,10029104,,,,,,,
10001022,10001022,Psicosi acuta,Acute psychosis,10037175,,,,,,,
10001027,10001027,Istoplasmosi polmonare acuta,Acute pulmonary histoplasmosis,10021881,,,,,,,
10001029,10001029,Edema polmonare acuto,Acute pulmonary oedema,10038738,,,,,,,
10001052,10001052,Sindrome da distress respiratorio acuto,Acute respiratory distress syndrome,10038738,,,,,,,
10001053,10001053,Insufficienza respiratoria acuta,Acute respiratory failure,10038738,,,,,,,
10001076,10001076,Sinusite acuta,Acute sinusitis,10021881,,,,,,,
10001084,10001084,Disturbo acuto da stress,Acute stress disorder,10037175,,,,,,,
10001115,10001115,Sindrome di Adams-Stokes,Adams-Stokes syndrome,10007541,,,,,,,
10001130,10001130,Malattia di Addison,Addison's disease,10014698,,,,,,,
10001136,10001136,Debolezza dell'adduttore della corda vocale,Adductor vocal cord weakness,10038738,,,,,,,
10001141,10001141,Adenocarcinoma,Adenocarcinoma,10029104,,,,,,,
10001150,10001150,Adenocarcinoma dello stomaco,Adenocarcinoma gastric,10029104,,,,,,,
10001167,10001167,Adenocarcinoma del colon,Adenocarcinoma of colon,10029104,,,,,,,
10001197,10001197,Adenocarcinoma della cervice,Adenocarcinoma of the cervix,10029104,,,,,,,
10001229,10001229,Ipertrofia delle adenoidi,Adenoidal hypertrophy,10038738,,,,,,,
10001230,10001230,Adenoidectomia,Adenoidectomy,10042613,,,,,,,
10001233,10001233,Adenoma benigno,Adenoma benign,10029104,,,,,,,
10001242,10001242,Adenopatia sifilitica,Adenopathy syphilitic,10021881,,,,,,,
10001244,10001244,Carcinoma adenosquamoso della cervice,Adenosquamous carcinoma of the cervix,10029104,,,,,,,
10001245,10001245,Cancro a cellule adenosquamose del polmone,Adenosquamous cell lung cancer,10029104,,,,,,,
10001247,10001247,Cancro del polmone a cellule adenosquamose recidivante,Adenosquamous cell lung cancer recurrent,10029104,,,,,,,
10001248,10001248,Cancro del polmone a cellule adenosquamose stadio 0,Adenosquamous cell lung cancer stage 0,10029104,,,,,,,
10001249,10001249,Cancro del polmone a cellule adenosquamose stadio I,Adenosquamous cell lung cancer stage I,10029104,,,,,,,
10001250,10001250,Cancro del polmone a cellule adenosquamose stadio II,Adenosquamous cell lung cancer stage II,10029104,,,,,,,
10001251,10001251,Cancro del polmone a cellule adenosquamose stadio III,Adenosquamous cell lung cancer stage III,10029104,,,,,,,
10001254,10001254,Cancro del polmone a cellule adenosquamose stadio IV,Adenosquamous cell lung cancer stage IV,10029104,,,,,,,
10001256,10001256,Adenotonsillectomia,Adenotonsillectomy,10042613,,,,,,,
10001257,10001257,Congiuntivite adenovirale,Adenoviral conjunctivitis,10021881,,,,,,,
10001260,10001260,Infezione da Adenovirus delle vie respiratorie superiori,Adenoviral upper respiratory infection,10021881,,,,,,,
10001294,10001294,Adiposi dolorosa,Adiposis dolorosa,10040785,,,,,,,
10001296,10001296,Disturbo dell'adattamento con ansia,Adjustment disorder with anxiety,10037175,,,,,,,
10001297,10001297,Disturbo dell'adattamento con umore depresso,Adjustment disorder with depressed mood,10037175,,,,,,,
10001298,10001298,Disturbo dell'adattamento con alterazione della condotta,Adjustment disorder with disturbance of conduct,10037175,,,,,,,
10001299,10001299,Disturbo di adattamento con ansia e umore depresso misti,Adjustment disorder with mixed anxiety and depressed mood,10037175,,,,,,,
10001300,10001300,Disturbo dell'adattamento con alterazione mista dell'emotività e della condotta,Adjustment disorder with mixed disturbance of emotion and conduct,10037175,,,,,,,
10001315,10001315,Reazione in sede di somministrazione,Administration site reaction,10018065,,,,,,,
10001318,10001318,Adolescenza,Adolescence,10041244,,,,,,,
10001322,10001322,Adozione,Adoption,10041244,,,,,,,
10001323,10001323,Adenoma della ghiandola surrenale,Adrenal adenoma,10029104,,,,,,,
10001324,10001324,Atrofia surrenalica,Adrenal atrophy,10014698,,,,,,,
10001325,10001325,Terapia di blocco surrenale,Adrenal blockade therapy,10042613,,,,,,,
10001331,10001331,Displasia della corteccia surrenale,Adrenal cortex dysplasia,10014698,,,,,,,
10001337,10001337,Necrosi della corteccia surrenale,Adrenal cortex necrosis,10014698,,,,,,,
10001347,10001347,Disturbo della ghiandola surrenale,Adrenal disorder,10014698,,,,,,,
10001356,10001356,Lesione della ghiandola surrenale,Adrenal gland injury,10022117,,,,,,,
10001358,10001358,Tubercolosi della ghiandola surrenale,Adrenal gland tuberculosis,10021881,,,,,,,
10001360,10001360,Zona glomerulare della corteccia surrenale anormale,Adrenal glomerular zone abnormal,10014698,,,,,,,
10001361,10001361,Emorragia surrenalica,Adrenal haemorrhage,10014698,,,,,,,
10001367,10001367,Insufficienza surrenalica,Adrenal insufficiency,10014698,,,,,,,
10001368,10001368,Insufficienza surrenale neonatale,Adrenal insufficiency neonatal,10010331,,,,,,,
10001371,10001371,Iperfunzione della midollare surrenale,Adrenal medulla hyperfunction,10014698,,,,,,,
10001382,10001382,Soppressione surrenalica,Adrenal suppression,10014698,,,,,,,
10001387,10001387,Sindrome adrenergica,Adrenergic syndrome,10029205,,,,,,,
10001388,10001388,Carcinoma corticosurrenale,Adrenocortical carcinoma,10029104,,,,,,,
10001389,10001389,Insufficienza corticosurrenalica acuta,Adrenocortical insufficiency acute,10014698,,,,,,,
10001391,10001391,Insufficienza corticosurrenale neonatale,Adrenocortical insufficiency neonatal,10036585,,,,,,,
10001392,10001392,Terapia steroidea corticosurrenale,Adrenocortical steroid therapy,10042613,,,,,,,
10001402,10001402,Sindrome adrenolitica,Adrenolytic syndrome,10029205,,,,,,,
10001413,10001413,Linfoma/leucemia a cellule T dell'adulto,Adult T-cell lymphoma/leukaemia,10029104,,,,,,,
10001416,10001416,Linfoma/leucemia a cellule T dell'adulto recidivante,Adult T-cell lymphoma/leukaemia recurrent,10029104,,,,,,,
10001417,10001417,Linfoma/leucemia a cellule T dell'adulto refrattario,Adult T-cell lymphoma/leukaemia refractory,10029104,,,,,,,
10001418,10001418,Linfoma/leucemia a cellule T dell'adulto stadio I,Adult T-cell lymphoma/leukaemia stage I,10029104,,,,,,,
10001419,10001419,Linfoma/leucemia a cellule T dell'adulto stadio II,Adult T-cell lymphoma/leukaemia stage II,10029104,,,,,,,
10001420,10001420,Linfoma/leucemia a cellule T dell'adulto stadio III,Adult T-cell lymphoma/leukaemia stage III,10029104,,,,,,,
10001421,10001421,Linfoma/leucemia a cellule T dell'adulto stadio IV,Adult T-cell lymphoma/leukaemia stage IV,10029104,,,,,,,
10001423,10001423,Fase avanzata del sonno,Advanced sleep phase,10029205,,,,,,,
10001433,10001433,Estesioneuroblastoma,Aesthesioneuroblastoma,10029104,,,,,,,
10001443,10001443,Disturbo affettivo,Affective disorder,10037175,,,,,,,
10001461,10001461,Tripanosomiasi africana,African trypanosomiasis,10021881,,,,,,,
10001477,10001477,Genitore anziano,Aged parent,10041244,,,,,,,
10001480,10001480,Ageusia,Ageusia,10029205,,,,,,,
10001488,10001488,Aggressione,Aggression,10037175,,,,,,,
10001496,10001496,Depressione agitata,Agitated depression,10037175,,,,,,,
10001497,10001497,Agitazione,Agitation,10037175,,,,,,,
10001500,10001500,Agitazione neonatale,Agitation neonatal,10037175,,,,,,,
10001501,10001501,Aglossia,Aglossia,10010331,,,,,,,
10001502,10001502,Agorafobia,Agoraphobia,10037175,,,,,,,
10001507,10001507,Agranulocitosi,Agranulocytosis,10005329,,,,,,,
10001508,10001508,Agrafia,Agraphia,10029205,,,,,,,
10001513,10001513,Complesso correlato all'AIDS,AIDS related complex,10021881,,,,,,,
10001524,10001524,Ainhum,Ainhum,10028395,,,,,,,
10001526,10001526,Embolia gassosa,Air embolism,10047065,,,,,,,
10001534,10001534,Trasmissione per via aerea,Air-borne transmission,10021881,,,,,,,
10001540,10001540,Acatisia,Akathisia,10029205,,,,,,,
10001541,10001541,Acinesia,Akinesia,10029205,,,,,,,
10001546,10001546,Alanina aminotransferasi,Alanine aminotransferase,10022891,,,,,,,
10001547,10001547,Alanina aminotransferasi anormale,Alanine aminotransferase abnormal,10022891,,,,,,,
10001549,10001549,Alanina aminotransferasi diminuita,Alanine aminotransferase decreased,10022891,,,,,,,
10001551,10001551,Alanina aminotransferasi aumentata,Alanine aminotransferase increased,10022891,,,,,,,
10001552,10001552,Alanina aminotransferasi normale,Alanine aminotransferase normal,10022891,,,,,,,
10001557,10001557,Albinismo,Albinism,10010331,,,,,,,
10001562,10001562,Rapporto albumine/globuline,Albumin globulin ratio,10022891,,,,,,,
10001563,10001563,Rapporto albumine/globuline anormale,Albumin globulin ratio abnormal,10022891,,,,,,,
10001565,10001565,Rapporto albumine/globuline diminuito,Albumin globulin ratio decreased,10022891,,,,,,,
10001567,10001567,Rapporto albumine/globuline aumentato,Albumin globulin ratio increased,10022891,,,,,,,
10001569,10001569,Rapporto albumine/globuline normale,Albumin globulin ratio normal,10022891,,,,,,,
10001575,10001575,Albumina nelle urine,Albumin urine,10022891,,,,,,,
10001580,10001580,Albuminuria,Albuminuria,10038359,,,,,,,
10001581,10001581,Albumina urinaria assente,Albumin urine absent,10022891,,,,,,,
10001582,10001582,Albumina urinaria presente,Albumin urine present,10022891,,,,,,,
10001584,10001584,Abuso di alcol,Alcohol abuse,10037175,,,,,,,
10001596,10001596,Demenza persistente indotta da alcol,Alcohol induced persisting dementia,10029205,,,,,,,
10001597,10001597,Interazione con alcol,Alcohol interaction,10018065,,,,,,,
10001598,10001598,Intolleranza all'alcol,Alcohol intolerance,10027433,,,,,,,
10001605,10001605,Intossicazione da alcol,Alcohol poisoning,10022117,,,,,,,
10001606,10001606,Problema con l'alcol,Alcohol problem,10037175,,,,,,,
10001612,10001612,Alcoolico,Alcoholic,10041244,,,,,,,
10001623,10001623,Postumi da sbornia,Alcoholic hangover,10037175,,,,,,,
10001627,10001627,Malattia epatica alcolica,Alcoholic liver disease,10019805,,,,,,,
10001630,10001630,Pseudosindrome di Cushing alcolica,Alcoholic pseudo Cushing's syndrome,10014698,,,,,,,
10001632,10001632,Psicosi alcolica,Alcoholic psychosis,10037175,,,,,,,
10001635,10001635,Parente etilista,Alcoholic relative,10041244,,,,,,,
10001639,10001639,Alcolismo,Alcoholism,10037175,,,,,,,
10001641,10001641,Aldolasi diminuita,Aldolase decreased,10022891,,,,,,,
10001642,10001642,Aldolasi aumentata,Aldolase increased,10022891,,,,,,,
10001643,10001643,Aldolasi normale,Aldolase normal,10022891,,,,,,,
10001649,10001649,Aldosterone urinario,Aldosterone urine,10022891,,,,,,,
10001651,10001651,Aldosterone urinario diminuito,Aldosterone urine decreased,10022891,,,,,,,
10001653,10001653,Aldosterone urinario aumentato,Aldosterone urine increased,10022891,,,,,,,
10001655,10001655,Aldosterone urinario normale,Aldosterone urine normal,10022891,,,,,,,
10001660,10001660,Leucemia aleucemica,Aleukaemic leukaemia,10029104,,,,,,,
10001663,10001663,Alessia,Alexia,10029205,,,,,,,
10001666,10001666,Sindrome di Alice nel paese delle meraviglie,Alice in wonderland syndrome,10037175,,,,,,,
10001680,10001680,Alcalosi,Alkalosis,10027433,,,,,,,
10001682,10001682,Alcalosi ipocloremica,Alkalosis hypochloraemic,10027433,,,,,,,
10001684,10001684,Alcalosi ipokaliemica,Alkalosis hypokalaemic,10027433,,,,,,,
10001689,10001689,Alcaptonuria,Alkaptonuria,10010331,,,,,,,
10001742,10001742,Allergia ad animale,Allergy to animal,10021428,,,,,,,
10001749,10001749,Allergia alle punture,Allergy to sting,10021428,,,,,,,
10001751,10001751,Allergia al veleno,Allergy to venom,10021428,,,,,,,
10001754,10001754,Allescheriosi,Allescheriosis,10021881,,,,,,,
10001756,10001756,Terapia con allotrapianto di midollo osseo,Allogenic bone marrow transplantation therapy,10042613,,,,,,,
10001760,10001760,Alopecia,Alopecia,10040785,,,,,,,
10001761,10001761,Alopecia areata,Alopecia areata,10040785,,,,,,,
10001764,10001764,Alopecia cicatriziale,Alopecia scarring,10040785,,,,,,,
10001765,10001765,Alopecia sifilitica,Alopecia syphilitic,10021881,,,,,,,
10001766,10001766,Alopecia totale,Alopecia totalis,10040785,,,,,,,
10001767,10001767,Alopecia universale,Alopecia universalis,10040785,,,,,,,
10001772,10001772,Alfa-1 fetoproteina,Alpha 1 foetoprotein,10022891,,,,,,,
10001773,10001773,Alfa 1 fetoproteina anormale,Alpha 1 foetoprotein abnormal,10022891,,,,,,,
10001775,10001775,Alfa-1 fetoproteina nel liquido amniotico,Alpha 1 foetoprotein amniotic fluid,10022891,,,,,,,
10001776,10001776,"Alfa-1 fetoproteina nel liquido amniotico, anormale",Alpha 1 foetoprotein amniotic fluid abnormal,10022891,,,,,,,
10001778,10001778,"Alfa-1 fetoproteina nel liquido amniotico, aumentata",Alpha 1 foetoprotein amniotic fluid increased,10022891,,,,,,,
10001779,10001779,"Alfa-1 fetoproteina nel liquido amniotico, normale",Alpha 1 foetoprotein amniotic fluid normal,10022891,,,,,,,
10001780,10001780,Alfa-1 fetoproteina diminuita,Alpha 1 foetoprotein decreased,10022891,,,,,,,
10001781,10001781,Alfa 1 fetoproteina aumentata,Alpha 1 foetoprotein increased,10022891,,,,,,,
10001782,10001782,Alfa 1 fetoproteina normale,Alpha 1 foetoprotein normal,10022891,,,,,,,
10001783,10001783,Alfa-1 globulina,Alpha 1 globulin,10022891,,,,,,,
10001784,10001784,Alfa 1 globulina anormale,Alpha 1 globulin abnormal,10022891,,,,,,,
10001785,10001785,Alfa-1 globulina diminuita,Alpha 1 globulin decreased,10022891,,,,,,,
10001787,10001787,Alfa-1 globulina aumentata,Alpha 1 globulin increased,10022891,,,,,,,
10001789,10001789,Alfa 1 globulina normale,Alpha 1 globulin normal,10022891,,,,,,,
10001792,10001792,Alfa-2 globulina,Alpha 2 globulin,10022891,,,,,,,
10001793,10001793,Alfa 2 globulina anormale,Alpha 2 globulin abnormal,10022891,,,,,,,
10031071,10031071,Orf,Orf,10021881,,,,,,,
10001794,10001794,Alfa-2 globulina diminuita,Alpha 2 globulin decreased,10022891,,,,,,,
10001796,10001796,Alfa-2 globulina aumentata,Alpha 2 globulin increased,10022891,,,,,,,
10001798,10001798,Alfa 2 globulina normale,Alpha 2 globulin normal,10022891,,,,,,,
10001799,10001799,Terapia con interferone alfa,Alpha interferon therapy,10042613,,,,,,,
10001803,10001803,Alfa-1 antitripsina,Alpha-1 anti-trypsin,10022891,,,,,,,
10001804,10001804,Alfa-1 antitripsina anormale,Alpha-1 anti-trypsin abnormal,10022891,,,,,,,
10001805,10001805,Alfa-1 antitripsina diminuita,Alpha-1 anti-trypsin decreased,10022891,,,,,,,
10001806,10001806,Deficit di alfa-1 antitripsina,Alpha-1 anti-trypsin deficiency,10010331,,,,,,,
10001808,10001808,Alfa-1 antitripsina aumentata,Alpha-1 anti-trypsin increased,10022891,,,,,,,
10001810,10001810,Alfa-1 antitripsina normale,Alpha-1 anti-trypsin normal,10022891,,,,,,,
10001812,10001812,Alfa-2 macroglobulina,Alpha-2 macroglobulin,10022891,,,,,,,
10001814,10001814,Alfa-2 macroglobulina aumentata,Alpha-2 macroglobulin increased,10022891,,,,,,,
10001815,10001815,Alfa-2 macroglobulina normale,Alpha-2 macroglobulin normal,10022891,,,,,,,
10001843,10001843,Sindrome di Alport,Alport's syndrome,10010331,,,,,,,
10001854,10001854,Stato di coscienza alterato,Altered state of consciousness,10029205,,,,,,,
10001874,10001874,Eccessiva ventilazione alveolare,Alveolar aeration excessive,10038738,,,,,,,
